,tconst,titleType,primaryTitle,originalTitle,startYear,runtimeMinutes,genres,averageRating,numVotes
660,tt18266472,movie,Sukhee,Sukhee,2023,139,Drama,6,7950
2844,tt11951276,movie,The Other Zoey,The Other Zoey,2023,91,"Comedy,Drama,Romance",5.9,7956
228,tt21103300,movie,My Big Fat Greek Wedding 3,My Big Fat Greek Wedding 3,2023,92,"Comedy,Drama,Romance",5.2,7979
331,tt15333984,movie,Somebody I Used to Know,Somebody I Used to Know,2023,106,"Comedy,Romance",5.7,8086
1923,tt15782690,movie,In the Land of Saints and Sinners,In the Land of Saints and Sinners,2023,106,"Action,Crime,Thriller",6.2,8102
1044,tt8002382,movie,The Marsh King's Daughter,The Marsh King's Daughter,2023,109,"Crime,Drama,Mystery",5.8,8129
3474,tt12226632,movie,Big George Foreman,Big George Foreman,2023,129,"Biography,Drama,Sport",6.6,8147
1206,tt29548562,movie,Pindam,Pindam,2023,158,Horror,6.9,8205
2019,tt21991654,movie,Sympathy for the Devil,Sympathy for the Devil,2023,90,"Action,Thriller",5.5,8254
219,tt24870072,movie,Locked In,Locked In,2023,96,"Mystery,Thriller",5.1,8259
61,tt24429218,movie,Genie,Genie,2023,93,"Comedy,Fantasy",5.9,8261
980,tt18413766,movie,Kathal: A Jackfruit Mystery,Kathal: A Jackfruit Mystery,2023,115,"Comedy,Crime,Drama",6.7,8273
3253,tt23036080,movie,Thank You for Coming,Thank You for Coming,2023,119,Comedy,4.2,8295
2455,tt16118524,movie,Baby,Baby,2023,175,"Drama,Romance",7.1,8328
3509,tt23334616,movie,Last Call for Istanbul,Istanbul Için Son Çagri,2023,91,"Drama,Romance",5.3,8332
357,tt8593824,movie,The Old Way,The Old Way,2023,95,"Action,Drama,Western",5.5,8352
1222,tt26674627,movie,Resident Evil: Death Island,Resident Evil: Death Island,2023,91,"Action,Animation,Horror",5.7,8381
940,tt11396310,movie,Viduthalai: Part 1,Viduthalai Part 1,2023,150,"Action,Crime,Drama",8.3,8393
4256,tt24226474,movie,Jigarthanda Double X,Jigarthanda DoubleX,2023,172,"Action,Comedy,Drama",8.1,8454
4680,tt13801462,movie,Gandhi Godse Ek Yudh,Gandhi Godse Ek Yudh,2023,110,"Drama,History",6.8,8469
3178,tt16496386,movie,97 Minutes,97 Minutes,2023,93,Thriller,5,8504
1991,tt27191600,movie,Atharva,Atharva,2023,116,"Crime,Drama,Thriller",7.7,8507
612,tt10351180,movie,Bad Boy,Bad Boy,2023,122,"Comedy,Drama,Romance",7,8577
3516,tt14865406,movie,Deep Fear,Deep Fear,2023,84,"Action,Horror,Thriller",4.4,8585
3615,tt17007120,movie,The Beanie Bubble,The Beanie Bubble,2023,110,"Comedy,Drama",6.3,8611
680,tt26243612,movie,O Saathiya,O Saathiya,2023,136,"Comedy,Musical,Romance",6.7,8643
3003,tt20879602,movie,Maybe I Do,Maybe I Do,2023,95,"Comedy,Romance",5,8694
2988,tt27726927,movie,Wham!,Wham!,2023,92,"Biography,Documentary,Music",7.5,8695
2909,tt27688034,movie,The Moon,Deo mun,2023,129,"Action,Adventure,Drama",5.9,8718
2,tt8258502,movie,Foe,Foe,2023,110,"Drama,Sci-Fi,Thriller",5.4,8733
3410,tt23177868,movie,Mummies,Mummies,2023,88,"Adventure,Animation,Comedy",5.9,8733
468,tt10279472,movie,The Black Demon,The Black Demon,2023,100,"Drama,Horror,Sci-Fi",3.7,8757
2806,tt22543326,movie,Maaveeran,Maaveeran,2023,163,"Action,Comedy,Drama",7.4,8945
1130,tt26596953,movie,Forgotten Love,Znachor,2023,140,"Drama,Romance",7.5,8955
1150,tt26612950,movie,The Teachers' Lounge,Das Lehrerzimmer,2023,98,Drama,7.5,8959
2220,tt19887550,movie,Good Grief,Good Grief,2023,100,"Comedy,Drama,Romance",6.4,9004
3629,tt28184712,movie,Parking,Parking,2023,127,"Drama,Thriller",7.9,9025
2356,tt11820950,movie,The Portable Door,The Portable Door,2023,116,"Adventure,Comedy,Fantasy",6.1,9067
2598,tt27542448,movie,Take Care of Maya,Take Care of Maya,2023,103,Documentary,7.8,9247
2115,tt19858164,movie,Little Bone Lodge,Little Bone Lodge,2023,93,"Crime,Horror,Thriller",6.1,9266
118,tt5198890,movie,Eileen,Eileen,2023,97,"Drama,Mystery,Thriller",6,9470
3280,tt23049270,movie,Do Not Disturb,Do Not Disturb,2023,114,"Comedy,Drama",6.3,9471
291,tt7038762,movie,Best. Christmas. Ever!,Best. Christmas. Ever!,2023,82,"Comedy,Romance",4.4,9513
764,tt15428940,movie,Jules,Jules,2023,87,"Comedy,Drama,Sci-Fi",6.8,9569
1531,tt14295590,movie,Mrs. Chatterjee vs. Norway,Mrs. Chatterjee vs. Norway,2023,144,"Biography,Drama",7.3,9581
2596,tt27542289,movie,Por Thozhil,Por Thozhil,2023,147,"Action,Crime,Thriller",8,9586
3576,tt2353868,movie,True Spirit,True Spirit,2023,109,"Adventure,Biography,Drama",6.8,9630
624,tt26160190,movie,Unlocked,Seumateuponeul tteoreotteuryeosseul ppuninde,2023,117,"Crime,Drama,Mystery",6.4,9641
400,tt11210390,movie,Asterix & Obelix: The Middle Kingdom,Astérix & Obélix: L'Empire du Milieu,2023,112,"Adventure,Comedy,Family",5.1,9681
2003,tt11732164,movie,Pathu Thala,Pathu Thala,2023,151,"Action,Crime,Drama",6.8,9681
1082,tt14160834,movie,Rustin,Rustin,2023,106,"Biography,Drama,History",6.5,9695
2995,tt13334578,movie,Ganapath,Ganapath,2023,133,"Action,Drama,Sci-Fi",3.3,9715
1701,tt14339846,movie,Mrs Undercover,Mrs Undercover,2023,107,"Action,Comedy,Thriller",5.7,9721
629,tt18257464,movie,Polite Society,Polite Society,2023,104,"Action,Comedy",6.6,9747
1935,tt27155038,movie,Ruby Gillman: Teenage Kraken,"Ruby Gillman, Teenage Kraken",2023,91,"Action,Animation,Comedy",5.7,9760
54,tt17277414,movie,Jeanne du Barry,Jeanne du Barry,2023,117,"Biography,Drama,History",6.7,9932
250,tt13923456,movie,Mafia Mamma,Mafia Mamma,2023,101,"Action,Comedy,Crime",5.4,10043
694,tt6436620,movie,White Men Can't Jump,White Men Can't Jump,2023,101,"Comedy,Drama,Sport",5.1,10044
751,tt15427980,movie,Vaathi,Vaathi,2023,139,"Action,Drama",7.3,10066
2675,tt16252698,movie,Passages,Passages,2023,91,"Drama,Romance",6.7,10160
4220,tt15073166,movie,IB 71,IB 71,2023,117,"Action,Thriller",7.2,10236
1225,tt26675491,movie,Bro,Bro,2023,134,"Comedy,Drama,Family",6.2,10379
1028,tt14145436,movie,Pet Sematary: Bloodlines,Pet Sematary: Bloodlines,2023,87,"Fantasy,Horror",4.6,10405
1070,tt1856080,movie,The Boys in the Boat,The Boys in the Boat,2023,123,"Biography,Drama,Sport",7,10437
2090,tt14454876,movie,Golda,Golda,2023,100,"Biography,Drama,History",5.9,10483
2524,tt22352848,movie,Jung_E,Jung_E,2023,98,"Action,Adventure,Drama",5.5,10526
830,tt15440322,movie,Dasara,Dasara,2023,156,"Action,Adventure,Drama",6.6,10540
3733,tt28254460,movie,Sly,Sly,2023,95,"Biography,Documentary",7,10546
487,tt15373868,movie,Kranti,Kranti,2023,163,"Action,Drama",5.5,10572
109,tt15281704,movie,Kuttey,Kuttey,2023,109,"Action,Comedy,Crime",5.5,10591
297,tt12547822,movie,Run Rabbit Run,Run Rabbit Run,2023,100,"Drama,Horror,Mystery",5,10599
1605,tt30216176,movie,Lady Ballers,Lady Ballers,2023,112,"Comedy,Sport",6,10657
1064,tt26537229,movie,Demon Slayer: Kimetsu No Yaiba - To the Swordsmith Village,Kimetsu no Yaiba Katanakaji no Sato-hen,2023,110,"Action,Adventure,Animation",7.5,10672
3604,tt28145495,movie,Uruttu Tech,Uruttu Tech,2023,66,Comedy,9.5,10713
607,tt26084002,movie,Self Reliance,Self Reliance,2023,85,"Comedy,Thriller",6.1,10818
3407,tt2316548,movie,Beautiful Disaster,Beautiful Disaster,2023,96,"Drama,Romance",5.3,10850
1181,tt15516226,movie,Chhatriwali,Chhatriwali,2023,116,"Comedy,Drama",6.7,10852
1095,tt26547864,movie,The Conference,Konferensen,2023,100,"Comedy,Horror,Mystery",5.7,10951
477,tt18079362,movie,80 for Brady,80 for Brady,2023,98,"Biography,Comedy,Drama",5.8,11008
1966,tt11720440,movie,Carry on Jatta 3,Carry on Jatta 3,2023,136,"Comedy,Drama,Romance",6.4,11024
2271,tt22086334,movie,Dream Girl 2,Dream Girl 2,2023,134,"Comedy,Drama,Romance",5.2,11132
3035,tt20916568,movie,The Wrath of Becky,The Wrath of Becky,2023,84,"Action,Horror,Thriller",6.1,11141
2902,tt22743064,movie,Yaariyan 2,Yaariyan 2,2023,148,"Comedy,Drama,Musical",5.7,11191
1897,tt15771916,movie,You Hurt My Feelings,You Hurt My Feelings,2023,93,"Comedy,Drama",6.6,11210
829,tt26350277,movie,Ballerina,Ballerina,2023,92,"Action,Thriller",6.2,11225
267,tt21113540,movie,El Conde,El conde,2023,110,"Comedy,Fantasy,History",6.4,11246
3142,tt22890246,movie,How to Have Sex,How to Have Sex,2023,91,Drama,6.5,11275
1770,tt14362112,movie,Trolls Band Together,Trolls Band Together,2023,91,"Adventure,Animation,Comedy",6,11401
1584,tt14308636,movie,Bank of Dave,Bank of Dave,2023,107,"Biography,Comedy,Drama",7.1,11429
809,tt9006564,movie,2018,2018,2023,150,"Action,Drama,Thriller",8.4,11456
2980,tt1200263,movie,The Color Purple,The Color Purple,2023,141,"Drama,Musical",7,11490
3103,tt16437278,movie,The Strays,The Strays,2023,100,"Drama,Horror,Mystery",4.8,11582
1587,tt15680228,movie,Bheed,Bheed,2023,124,"Drama,History",6.6,11656
3032,tt20913276,movie,Ghoomer,Ghoomer,2023,135,"Drama,Sport",7.6,11873
3996,tt13586204,movie,MobKing,MobKing,2023,\N,"Drama,Thriller",6.8,11880
421,tt25471950,movie,Flora and Son,Flora and Son,2023,97,"Comedy,Music,Romance",7,11890
3458,tt16900880,movie,Kill Boksoon,Gil Bok-soon,2023,137,"Action,Thriller",6.6,11972
2728,tt20561198,movie,The Promised Land,Bastarden,2023,127,"Biography,Drama,History",7.7,12013
2212,tt15893750,movie,Rye Lane,Rye Lane,2023,82,"Comedy,Drama,Romance",7.2,12057
743,tt6528290,movie,Knights of the Zodiac,Knights of the Zodiac,2023,112,"Action,Adventure,Drama",4.4,12235
77,tt24509990,movie,The Hatchet Wielding Hitchhiker,The Hatchet Wielding Hitchhiker,2023,85,"Crime,Documentary",6.2,12340
134,tt8373206,movie,About My Father,About My Father,2023,90,Comedy,5.7,12480
924,tt18376122,movie,Pamela: A Love Story,"Pamela, a Love Story",2023,112,"Biography,Documentary",7.2,12604
464,tt10276482,movie,Love Again,Love Again,2023,104,"Comedy,Drama,Romance",5.9,12894
2013,tt27197387,movie,AKA,AKA,2023,122,"Action,Crime,Thriller",6.6,12937
3824,tt13539646,movie,The Wandering Earth II,Liu lang di qiu 2,2023,173,"Action,Adventure,Drama",6.8,13022
1829,tt15748830,movie,Jaane Jaan,Jaane Jaan,2023,139,"Crime,Drama,Mystery",7,13121
1184,tt15516726,movie,Selfiee,Selfiee,2023,148,"Action,Comedy,Drama",5.7,13210
165,tt10098448,movie,Jesus Revolution,Jesus Revolution,2023,120,Drama,7.1,13322
1535,tt10786774,movie,Sam Bahadur,Sam Bahadur,2023,150,"Biography,Drama,War",7.8,13431
1819,tt15744298,movie,Freelance,Freelance,2023,108,"Action,Comedy",5.5,13711
401,tt25433734,movie,Hi Nanna,Hi Nanna,2023,155,"Drama,Family,Romance",8.2,13796
1075,tt15486810,movie,Teen Wolf: The Movie,Teen Wolf: The Movie,2023,140,"Action,Drama,Fantasy",5.5,13995
1418,tt15576460,movie,Zara Hatke Zara Bachke,Zara Hatke Zara Bachke,2023,132,"Comedy,Drama,Family",6.7,14053
4179,tt24132732,movie,The Deepest Breath,The Deepest Breath,2023,108,"Adventure,Documentary,Sport",7.7,14053
80,tt6722400,movie,Fast Charlie,Fast Charlie,2023,90,"Action,Crime,Drama",6.2,14144
1504,tt10767052,movie,Next Goal Wins,Next Goal Wins,2023,104,"Comedy,Drama,Sport",6.5,14328
2099,tt19853258,movie,Still: A Michael J. Fox Movie,Still,2023,95,"Biography,Documentary",8.1,14612
273,tt28554013,movie,Naga,NAGA,2023,111,"Drama,Thriller",6,14847
1,tt11040844,movie,The Machine,The Machine,2023,112,"Action,Comedy",5.8,15017
3769,tt23736044,movie,Monster,Kaibutsu,2023,127,"Drama,Thriller",7.9,15212
571,tt21232992,movie,Theater Camp,Theater Camp,2023,92,Comedy,6.9,15249
797,tt11364772,movie,Kabzaa,Kabzaa,2023,134,"Action,Crime,Thriller",5.1,15327
1154,tt8105234,movie,Flamin' Hot,Flamin' Hot,2023,99,"Biography,Drama,History",6.8,15679
1861,tt19755170,movie,Bawaal,Bawaal,2023,137,"Action,Drama,Romance",6.6,15750
2869,tt22695402,movie,Hunger,Hunger,2023,146,"Drama,Thriller",6.6,15767
2477,tt27503384,movie,Perfect Days,Perfect Days,2023,124,Drama,7.9,15929
2728,tt16280138,movie,Magic Mike's Last Dance,Magic Mike's Last Dance,2023,112,"Comedy,Drama",5.2,16058
3241,tt14781036,movie,Inside,Inside,2023,105,"Drama,Thriller",5.5,16139
462,tt18073328,movie,Blood & Gold,Blood & Gold,2023,98,"Action,Drama,War",6.5,16606
648,tt21262240,movie,Mission Raniganj,Mission Raniganj: The Great Bharat Rescue,2023,134,"Action,Biography,Drama",7.2,16849
1982,tt15799866,movie,Silent Night,Silent Night,2023,104,"Action,Thriller",5.3,16989
651,tt28814949,movie,Taylor Swift: The Eras Tour,Taylor Swift: The Eras Tour,2023,169,"Documentary,Music",8.2,17273
727,tt6495056,movie,Migration,Migration,2023,83,"Adventure,Animation,Comedy",6.7,17327
1154,tt15509244,movie,Happiness for Beginners,Happiness for Beginners,2023,103,"Comedy,Drama,Romance",6.1,17483
585,tt12672536,movie,The Three Musketeers - Part I: D'Artagnan,Les trois mousquetaires: D'Artagnan,2023,121,"Action,Adventure,History",6.7,17751
2604,tt22444570,movie,Ponniyin Selvan: Part Two,Ponniyin Selvan: Part Two,2023,164,"Action,Adventure,Drama",7.3,17924
208,tt6906292,movie,Retribution,Retribution,2023,91,"Action,Thriller",5.3,17961
3317,tt13405810,movie,Quiz Lady,Quiz Lady,2023,99,Comedy,6.7,18054
10,tt21027780,movie,Fallen Leaves,Kuolleet lehdet,2023,81,"Comedy,Drama",7.4,18111
192,tt6879446,movie,Hidden Strike,Hidden Strike,2023,102,"Action,Adventure,Comedy",5.3,18114
4112,tt24068064,movie,Reality,Reality,2023,83,Drama,6.7,18158
798,tt21308888,movie,Paradise,Paradise,2023,117,"Action,Sci-Fi,Thriller",6.3,19084
217,tt6915770,movie,Starfish,Starfish,2023,121,"Drama,Romance,Thriller",5.2,19322
834,tt21328106,movie,Candy Cane Lane,Candy Cane Lane,2023,117,"Comedy,Family,Fantasy",5.6,19774
1868,tt21940010,movie,A Million Miles Away,A Million Miles Away,2023,121,"Biography,Drama",7.3,20441
1056,tt14153080,movie,A Good Person,A Good Person,2023,128,Drama,7.1,20703
80,tt8337264,movie,Chicken Run: Dawn of the Nugget,Chicken Run: Dawn of the Nugget,2023,98,"Adventure,Animation,Comedy",6.4,20727
3680,tt28228231,movie,Priyotoma,Priyotoma,2023,155,"Action,Drama,Romance",5.5,21374
620,tt11304740,movie,Wish,Wish,2023,95,"Adventure,Animation,Comedy",5.7,21395
80,tt15268244,movie,Joy Ride,Joy Ride,2023,95,Comedy,6.4,21611
1778,tt21909764,movie,My Fault,Culpa mía,2023,117,"Drama,Romance",6.2,22043
2463,tt27501039,movie,Bloody Daddy,Bloody Daddy,2023,121,"Action,Crime,Drama",6.6,22054
841,tt15441054,movie,Gadar 2,Gadar 2,2023,170,"Action,Adventure,Drama",5.2,22072
195,tt15302222,movie,Bholaa,Bholaa,2023,144,"Action,Adventure,Crime",5.8,22366
237,tt6950476,movie,Tejas,Tejas,2023,112,"Action,Drama,Thriller",4.7,22711
1889,tt14400246,movie,Bird Box: Barcelona,Bird Box: Barcelona,2023,112,"Horror,Mystery,Sci-Fi",5.3,23211
692,tt21276878,movie,You Are So Not Invited to My Bat Mitzvah,You Are So Not Invited to My Bat Mitzvah,2023,103,Comedy,6,23219
3593,tt23554840,movie,The Vaccine War,The Vaccine War,2023,161,"Drama,Thriller",7.2,24022
928,tt26445483,movie,Fukrey 3,Fukrey 3,2023,147,"Comedy,Crime,Drama",5.6,24064
3923,tt28362963,movie,Checkmate,Checkmate,2023,112,"Action,Comedy",7.9,24337
1325,tt14227048,movie,Family Switch,Family Switch,2023,106,"Comedy,Family",5.6,24477
352,tt15339570,movie,Champions,Champions,2023,124,"Comedy,Drama,Sport",6.8,24763
403,tt21192142,movie,All of Us Strangers,All of Us Strangers,2023,105,"Drama,Fantasy,Romance",7.8,24891
1739,tt27012110,movie,Gaslight,Gaslight,2023,111,"Crime,Horror,Mystery",5.9,24923
1069,tt9185206,movie,"Are You There God? It's Me, Margaret.","Are You There God? It's Me, Margaret.",2023,106,"Comedy,Drama,Family",7.4,25069
2358,tt14537248,movie,Nefarious,Nefarious,2023,97,"Horror,Thriller",6.4,25201
2162,tt22041854,movie,Priscilla,Priscilla,2023,113,"Biography,Drama,Music",6.6,25904
2796,tt16300962,movie,When Evil Lurks,Cuando acecha la maldad,2023,99,Horror,7,26671
1740,tt19623240,movie,Winnie-the-Pooh: Blood and Honey,Winnie the Pooh: Blood and Honey,2023,84,Horror,2.9,26678
4570,tt15153532,movie,Strays,Strays,2023,93,"Adventure,Comedy",6.3,26703
435,tt8672856,movie,Tu Jhoothi Main Makkaar,Tu Jhoothi Main Makkaar,2023,150,"Comedy,Romance",6,27065
286,tt5635026,movie,Peter Pan & Wendy,Peter Pan & Wendy,2023,106,"Action,Adventure,Comedy",4.4,27562
796,tt15434074,movie,Kho Gaye Hum Kahan,Kho Gaye Hum Kahan,2023,135,"Comedy,Drama,Romance",7.5,27985
69,tt24485052,movie,Sirf Ek Bandaa Kaafi Hai,Sirf Ek Bandaa Kaafi Hai,2023,132,"Crime,Drama,Thriller",8,28064
3657,tt28218009,movie,Surongo,Surongo,2023,150,"Crime,Drama,Mystery",6.7,28329
946,tt9100018,movie,Cobweb,Cobweb,2023,88,"Horror,Mystery,Thriller",6,28962
159,tt5302918,movie,Nyad,Nyad,2023,121,"Biography,Drama,Sport",7.1,29110
4590,tt15163652,movie,Thunivu,Thunivu,2023,146,"Action,Crime,Thriller",6.1,29256
345,tt12573454,movie,Sharper,Sharper,2023,116,"Crime,Drama,Thriller",6.7,29589
3685,tt14914988,movie,Satyaprem Ki Katha,Satyaprem Ki Katha,2023,146,"Comedy,Drama,Musical",6.7,29643
158,tt3758542,movie,Ferrari,Ferrari,2023,130,"Biography,Drama,History",6.5,29656
1575,tt2183014,movie,Love at First Sight,Love at First Sight,2023,\N,"Drama,Romance",6.8,30693
3611,tt23561236,movie,American Fiction,American Fiction,2023,117,"Comedy,Drama",7.6,30906
2143,tt13130948,movie,Shehzada,Shehzada,2023,142,"Action,Comedy,Drama",4.5,30949
290,tt5648882,movie,The Burial,The Burial,2023,126,Drama,7.1,31325
342,tt5761544,movie,Kandahar,Kandahar,2023,119,"Action,Thriller",6.1,31461
338,tt5755238,movie,Leo,Leo,2023,102,"Animation,Comedy,Family",7,31875
449,tt2560078,movie,Boston Strangler,Boston Strangler,2023,112,"Crime,Drama,History",6.5,32182
851,tt7798604,movie,We Have a Ghost,We Have a Ghost,2023,126,"Adventure,Comedy,Drama",6.1,32228
1132,tt8080204,movie,Hypnotic,Hypnotic,2023,93,"Action,Drama,Mystery",5.5,32582
375,tt7160372,movie,The Zone of Interest,The Zone of Interest,2023,105,"Drama,History,War",7.7,32760
1951,tt15789472,movie,Nowhere,Nowhere,2023,109,"Drama,Thriller",6.3,33581
31,tt3291150,movie,Expend4bles,Expend4bles,2023,103,"Action,Adventure,Thriller",4.8,33651
1738,tt11663228,movie,Jailer,Jailer,2023,168,"Action,Comedy,Crime",7.1,33694
1882,tt15767808,movie,The Last Kingdom: Seven Kings Must Die,The Last Kingdom: Seven Kings Must Die,2023,111,"Action,Drama,History",6.9,34752
549,tt11274492,movie,The Out-Laws,The Out-Laws,2023,95,"Action,Comedy,Crime",5.4,34815
2808,tt16304446,movie,Fair Play,Fair Play,2023,113,"Drama,Mystery,Thriller",6.4,35389
460,tt10275534,movie,To Catch a Killer,Misanthrope,2023,119,"Action,Crime,Drama",6.6,35698
354,tt13957560,movie,Dumb Money,Dumb Money,2023,105,"Biography,Comedy,Drama",6.9,35780
265,tt17527468,movie,Bottoms,Bottoms,2023,91,Comedy,6.8,36169
122,tt21064584,movie,The Iron Claw,The Iron Claw,2023,132,"Biography,Drama,Sport",7.8,36323
1400,tt12921446,movie,The Exorcist: Believer,The Exorcist: Believer,2023,111,Horror,4.8,36421
1681,tt21867434,movie,BlackBerry,BlackBerry,2023,120,"Biography,Comedy,Drama",7.4,36863
3083,tt16431870,movie,The Family Plan,The Family Plan,2023,118,"Action,Comedy",6.3,37021
2973,tt11998558,movie,Varisu,Varisu,2023,169,"Action,Drama",6,37999
950,tt18394190,movie,Old Dads,Old Dads,2023,104,Comedy,6.2,38052
1124,tt12823454,movie,Your Place or Mine,Your Place or Mine,2023,109,"Comedy,Romance",5.7,38193
2966,tt27719898,movie,Kaiva,Kaiva,2023,138,"Action,Drama,Romance",7.3,39111
1967,tt9873892,movie,They Cloned Tyrone,They Cloned Tyrone,2023,122,"Comedy,Mystery,Sci-Fi",6.6,39181
1882,tt21942866,movie,Dream Scenario,Dream Scenario,2023,102,"Comedy,Horror",7,39278
587,tt26047818,movie,Anyone But You,Anyone But You,2023,103,"Comedy,Romance",6.3,39461
1771,tt15732324,movie,OMG 2,OMG 2,2023,156,"Comedy,Drama",7.6,39606
2179,tt1448754,movie,Thanksgiving,Thanksgiving,2023,106,"Horror,Mystery,Thriller",6.3,39638
34,tt15257160,movie,Pain Hustlers,Pain Hustlers,2023,123,"Crime,Drama",6.5,40288
126,tt3679040,movie,Kisi Ka Bhai Kisi Ki Jaan,Kisi Ka Bhai Kisi Ki Jaan,2023,145,"Action,Comedy,Drama",4.1,40660
3504,tt1695843,movie,Haunted Mansion,Haunted Mansion,2023,123,"Comedy,Drama,Family",6,41439
3938,tt14993250,movie,Rocky Aur Rani Kii Prem Kahaani,Rocky Aur Rani Kii Prem Kahaani,2023,168,"Comedy,Drama,Family",6.5,41455
68,tt3427252,movie,The Boogeyman,The Boogeyman,2023,98,"Horror,Mystery,Thriller",5.9,42484
1709,tt19500164,movie,Nimona,Nimona,2023,101,"Action,Adventure,Animation",7.5,43784
2146,tt13131232,movie,Mission Majnu,Mission Majnu,2023,129,"Action,Drama,History",7,43955
3464,tt23289160,movie,Godzilla Minus One,Gojira -1.0,2023,124,"Action,Adventure,Drama",8.3,44367
775,tt6587046,movie,The Boy and the Heron,Kimitachi wa dô ikiru ka,2023,124,"Adventure,Animation,Drama",7.6,44388
23,tt1001520,movie,The Last Voyage of the Demeter,The Last Voyage of the Demeter,2023,118,"Fantasy,Horror",6.1,44566
4243,tt13651794,movie,May December,May December,2023,117,"Comedy,Drama",6.9,44951
246,tt6968614,movie,The Mother,The Mother,2023,115,"Action,Thriller",5.6,46122
272,tt10172266,movie,"Red, White & Royal Blue","Red, White & Royal Blue",2023,118,"Comedy,Romance",7,46205
1012,tt11426232,movie,Totally Killer,Totally Killer,2023,106,"Comedy,Horror",6.5,47799
3316,tt13405778,movie,Insidious: The Red Door,Insidious: The Red Door,2023,107,"Horror,Mystery,Thriller",5.5,48629
2303,tt15979666,movie,The Archies,The Archies,2023,141,"Comedy,Drama,Musical",4.4,50158
226,tt5535276,movie,Maestro,Maestro,2023,129,"Biography,Drama,History",6.6,51024
3396,tt27989067,movie,Lust Stories 2,Lust Stories 2,2023,132,"Drama,Romance",6,51160
972,tt18411490,movie,Tiger 3,Tiger 3,2023,155,"Action,Adventure,Thriller",5.8,52166
2459,tt22297828,movie,Chor Nikal Ke Bhaga,Chor Nikal Ke Bhaga,2023,110,"Crime,Drama,Thriller",7.3,52951
640,tt10365998,movie,Infinity Pool,Infinity Pool,2023,117,"Crime,Horror,Mystery",6,54095
254,tt10160976,movie,The Nun II,The Nun II,2023,110,"Horror,Mystery,Thriller",5.6,56040
3746,tt13521006,movie,Beau Is Afraid,Beau Is Afraid,2023,179,"Comedy,Drama,Horror",6.7,56766
1486,tt15654328,movie,Leo,Leo,2023,164,"Action,Crime,Drama",7.2,57116
1664,tt10855768,movie,Missing,Missing,2023,111,"Drama,Mystery,Thriller",7.1,57137
4052,tt13603966,movie,Heart of Stone,Heart of Stone,2023,122,"Action,Crime,Thriller",5.7,57748
1652,tt9663764,movie,Aquaman and the Lost Kingdom,Aquaman and the Lost Kingdom,2023,124,"Action,Adventure,Fantasy",5.7,59385
350,tt8589698,movie,Teenage Mutant Ninja Turtles: Mutant Mayhem,Teenage Mutant Ninja Turtles: Mutant Mayhem,2023,99,"Action,Adventure,Animation",7.2,59984
287,tt15326988,movie,Ghosted,Ghosted,2023,116,"Action,Adventure,Comedy",5.8,60614
277,tt13927994,movie,Salaar,Salaar: Cease Fire - Part 1,2023,175,"Action,Crime,Drama",6.5,60733
3397,tt14826022,movie,You People,You People,2023,117,"Comedy,Romance",5.5,62093
2267,tt14509110,movie,No One Will Save You,No One Will Save You,2023,93,"Horror,Sci-Fi,Thriller",6.3,62518
2242,tt3155298,movie,Luther: The Fallen Sun,Luther: The Fallen Sun,2023,129,"Crime,Drama,Mystery",6.4,62820
27,tt15255288,movie,Murder Mystery 2,Murder Mystery 2,2023,90,"Action,Comedy,Crime",5.7,67009
753,tt15428134,movie,Dunki,Dunki,2023,160,"Comedy,Drama",6.8,68375
28,tt24268454,movie,The Kerala Story,The Kerala Story,2023,138,Drama,7.1,69001
1497,tt21807222,movie,Saw X,Saw X,2023,118,"Horror,Mystery,Thriller",6.6,69100
3634,tt17009710,movie,Anatomy of a Fall,Anatomie d'une chute,2023,151,"Crime,Drama,Thriller",7.8,73697
1115,tt9224104,movie,Meg 2: The Trench,Meg 2: The Trench,2023,116,"Action,Adventure,Horror",5,74826
411,tt5884796,movie,Plane,Plane,2023,107,"Action,Adventure,Thriller",6.5,76315
3179,tt13375076,movie,The Pope's Exorcist,The Pope's Exorcist,2023,103,"Horror,Thriller",6.1,80655
878,tt12758060,movie,Tetris,Tetris,2023,118,"Biography,Drama,History",7.4,81170
4541,tt13751694,movie,Animal,Animal,2023,204,"Action,Crime,Drama",6.3,82530
1014,tt7985704,movie,Operation Fortune: Ruse de Guerre,Operation Fortune: Ruse de Guerre,2023,114,"Action,Comedy,Thriller",6.3,82547
2702,tt13274016,movie,Reptile,Reptile,2023,134,"Crime,Drama,Mystery",6.8,83155
3562,tt12261776,movie,65,65,2023,93,"Action,Adventure,Drama",5.4,85906
425,tt4589218,movie,Five Nights at Freddy's,Five Nights at Freddy's,2023,109,"Horror,Mystery,Thriller",5.5,87710
392,tt4495098,movie,Gran Turismo,Gran Turismo,2023,134,"Action,Adventure,Drama",7.2,89234
1306,tt9362930,movie,Blue Beetle,Blue Beetle,2023,127,"Action,Adventure,Sci-Fi",6,89990
235,tt11145118,movie,Creed III,Creed III,2023,116,"Drama,Sport",6.7,90822
2576,tt13238346,movie,Past Lives,Past Lives,2023,105,"Drama,Romance",7.9,91650
434,tt15354916,movie,Jawan,Jawan,2023,169,"Action,Drama,Musical",7,92263
782,tt11358390,movie,Renfield,Renfield,2023,93,"Comedy,Fantasy,Horror",6.4,92471
