,tconst,titleType,primaryTitle,originalTitle,startYear,runtimeMinutes,genres,averageRating,numVotes
17,tt15251536,movie,Kaapa,Kaapa,2022,136,"Action,Crime,Thriller",5.9,6416
596,tt7469828,movie,Paradise Highway,Paradise Highway,2022,115,"Crime,Drama,Thriller",5.7,6471
1849,tt21933110,movie,Old People,Old People,2022,101,Horror,5.1,6495
3613,tt13482828,movie,One Fine Morning,Un beau matin,2022,112,"Drama,Romance",7,6535
1101,tt21398196,movie,Siya,Siya,2022,117,"Crime,Drama",7.5,6535
891,tt21340412,movie,Inside the Mind of a Cat,Inside the Mind of a Cat,2022,67,Documentary,6.9,6574
1739,tt19623228,movie,Godland,Vanskabte land,2022,143,Drama,7.2,6579
1409,tt15575470,movie,Project Wolf Hunting,Neugdaesanyang,2022,122,"Action,Crime,Horror",6,6580
3637,tt12292206,movie,Those Who Walk Away,Those Who Walk Away,2022,94,"Drama,Horror,Thriller",4.4,6595
1949,tt14412446,movie,Moloch,Moloch,2022,99,"Horror,Mystery",6,6608
879,tt12758486,movie,Chevalier,Chevalier,2022,108,"Biography,Drama,History",6.5,6621
739,tt11348232,movie,The Requin,The Requin,2022,89,"Horror,Thriller",2.6,6663
2057,tt13103732,movie,The Offering,The Offering,2022,93,Horror,5.3,6746
646,tt21261388,movie,Gargi,Gargi,2022,140,"Drama,Thriller",8.1,6769
63,tt6705162,movie,Cheaper by the Dozen,Cheaper by the Dozen,2022,107,"Comedy,Family",4.6,6780
3565,tt14875116,movie,Bro Daddy,Bro Daddy,2022,159,"Comedy,Drama",7,6860
1848,tt9784708,movie,Rise of the Teenage Mutant Ninja Turtles: The Movie,Rise of the Teenage Mutant Ninja Turtles,2022,82,"Action,Adventure,Animation",6.2,6873
836,tt7775720,movie,Spoiler Alert,Spoiler Alert,2022,112,"Comedy,Drama",7.3,6880
1488,tt14279982,movie,HIT: The 2nd Case,HIT: The 2nd Case,2022,150,"Action,Crime,Drama",7.1,6892
1875,tt19759204,movie,Recep Ivedik 7,Recep Ivedik 7,2022,133,Comedy,5.1,6899
454,tt15361028,movie,Jalsa,Jalsa,2022,126,"Drama,Thriller",6.6,6923
971,tt7947604,movie,In from the Side,In from the Side,2022,134,"Drama,Romance,Sport",6.7,6948
747,tt12724306,movie,Glorious,Glorious,2022,79,"Horror,Mystery,Thriller",5.6,7030
884,tt15452062,movie,Cairo Conspiracy,Walad min al-Janna,2022,126,"Drama,Thriller",7,7048
403,tt11212572,movie,Nocebo,Nocebo,2022,96,Thriller,5.8,7061
674,tt14043966,movie,Terror on the Prairie,Terror on the Prairie,2022,107,"Drama,Thriller,Western",5.2,7201
1842,tt13051810,movie,Viking Wolf,Vikingulven,2022,97,"Horror,Thriller",5.2,7234
527,tt7375466,movie,Warriors of Future,Ming yat zin gei,2022,112,"Action,Adventure,Sci-Fi",5.6,7293
234,tt15309708,movie,Uunchai,Uunchai,2022,173,"Adventure,Drama",7,7369
1370,tt15566126,movie,S5,S5,2022,110,"Horror,Thriller",7.1,7383
1560,tt9602472,movie,Sissy,Sissy,2022,102,"Comedy,Drama,Horror",6.1,7428
704,tt15419420,movie,Teambuilding,Teambuilding,2022,91,Comedy,6.5,7453
3686,tt12311620,movie,Breaking,892,2022,103,"Crime,Drama,Thriller",6.2,7467
1990,tt14428598,movie,Qala,Qala,2022,119,"Drama,Music",7.2,7479
382,tt4471908,movie,Prizefighter: The Life of Jem Belcher,Prizefighter: The Life of Jem Belcher,2022,107,"Biography,Drama,History",6,7498
999,tt21374850,movie,All the Beauty and the Bloodshed,All the Beauty and the Bloodshed,2022,122,Documentary,7.5,7503
1080,tt14158554,movie,Fistful of Vengeance,Fistful of Vengeance,2022,96,"Action,Crime,Drama",4.4,7510
31,tt17196124,movie,Grimcutty,Grimcutty,2022,101,"Drama,Horror,Mystery",4.3,7521
2134,tt13130308,movie,Godfather,Godfather,2022,157,"Action,Crime,Drama",5.2,7530
2413,tt14550642,movie,The Cellar,The Cellar,2022,94,"Horror,Mystery",5.3,7587
2039,tt15824322,movie,Christmas with You,Christmas with You,2022,89,"Comedy,Family,Romance",5.6,7611
3036,tt20917338,movie,Scrooge: A Christmas Carol,Scrooge: A Christmas Carol,2022,96,"Adventure,Animation,Comedy",6.2,7617
508,tt14001894,movie,Secret Headquarters,Secret Headquarters,2022,104,"Action,Adventure,Comedy",5.2,7647
1832,tt19724142,movie,Hellhole,Ostatnia wieczerza,2022,91,"Horror,Mystery",5.8,7652
2783,tt11930126,movie,Alcarràs,Alcarràs,2022,120,Drama,7,7668
1415,tt21651560,movie,V/H/S/99,V/H/S/99,2022,109,Horror,5.1,7684
3365,tt13421498,movie,The Lost King,The Lost King,2022,108,"Comedy,Drama",6.7,7751
460,tt15364972,movie,Sanctuary,Sanctuary,2022,96,"Drama,Thriller",6.3,7778
2881,tt16360006,movie,Bubble,Baburu,2022,100,"Action,Adventure,Animation",6.3,7787
1793,tt10931784,movie,Nanny,Nanny,2022,99,"Drama,Horror",5.3,7831
2310,tt14526318,movie,Sardar,Sardar,2022,166,"Action,Drama,Thriller",7.5,7846
3872,tt12374656,movie,Emily,Emily,2022,130,"Biography,Drama,History",6.8,7892
1816,tt19719836,movie,Return to Seoul,Retour à Séoul,2022,119,Drama,7,7926
3809,tt13534808,movie,Janhit Mein Jaari,Janhit Mein Jaari,2022,146,"Comedy,Drama,Romance",6.8,7938
1983,tt11727866,movie,Catherine Called Birdy,Catherine Called Birdy,2022,108,Adventure,6.6,7950
1008,tt11423818,movie,Pawankhind,Pawankhind,2022,153,"Action,Drama,History",8.4,7953
2162,tt14479746,movie,Thar,Thar,2022,108,"Action,Crime,Drama",6.1,7954
2873,tt20782072,movie,Feed,Feed,2022,100,Horror,4.9,7994
1142,tt14182646,movie,Vendhu Thanindhathu Kaadu,Vendhu Thanindhathu Kaadu,2022,177,"Action,Crime,Drama",7.3,8007
1221,tt21439528,movie,The Volcano: Rescue from Whakaari,The Volcano: Rescue from Whakaari,2022,98,Documentary,7.3,8056
2690,tt13270424,movie,Brian and Charles,Brian and Charles,2022,90,"Comedy,Drama,Sci-Fi",6.7,8063
360,tt7147158,movie,MK Ultra,MK Ultra,2022,98,Thriller,5.1,8077
472,tt11242162,movie,Rise,Rise,2022,113,"Biography,Drama,Sport",7,8082
3687,tt14915198,movie,Bimbisara,Bimbisara,2022,146,"Action,Drama,Fantasy",6.8,8087
333,tt15334032,movie,Raymond & Ray,Raymond & Ray,2022,105,"Comedy,Drama",6.2,8109
605,tt6265050,movie,Shabaash Mithu,Shabaash Mithu,2022,156,"Biography,Drama,Sport",5.6,8215
3779,tt13528564,movie,Ante Sundharaniki,Ante Sundharaniki,2022,173,"Comedy,Romance",7.6,8220
852,tt11379988,movie,James,James,2022,149,"Action,Comedy,Drama",7.4,8340
1480,tt19289040,movie,Jahaan Chaar Yaar,Jahaan Chaar Yaar,2022,126,"Comedy,Drama",3.5,8390
4737,tt13822738,movie,The Takedown,Loin du périph,2022,119,"Action,Comedy,Crime",5.8,8699
4265,tt13655328,movie,End of the Road,End of the Road,2022,89,"Action,Crime,Drama",4.8,8703
361,tt15340724,movie,20th Century Girl,20segi sonyeo,2022,119,"Drama,Romance",7.3,8704
380,tt15342244,movie,Master Gardener,Master Gardener,2022,111,"Drama,Mystery,Thriller",6.2,8816
2943,tt20859464,movie,The Artifice Girl,The Artifice Girl,2022,93,"Mystery,Sci-Fi,Thriller",6.6,8927
2255,tt14506528,movie,Along for the Ride,Along for the Ride,2022,106,"Drama,Romance",6.1,9017
2048,tt19838608,movie,Babli Bouncer,Babli Bouncer,2022,118,"Comedy,Drama",6.6,9091
3499,tt16953666,movie,The Night of the 12th,La nuit du 12,2022,115,"Crime,Drama,Mystery",7,9149
1231,tt21440780,movie,How to Blow Up a Pipeline,How to Blow Up a Pipeline,2022,104,"Action,Crime,Drama",6.9,9354
117,tt13885320,movie,India Lockdown,India Lockdown,2022,117,Drama,7.2,9361
3166,tt16491324,movie,Honor Society,Honor Society,2022,98,"Comedy,Romance",6.5,9394
4315,tt15096128,movie,Crush,Crush,2022,93,"Comedy,Romance",6.3,9459
4238,tt13650600,movie,Emergency,Emergency,2022,105,"Comedy,Drama,Thriller",6.2,9463
2962,tt11992694,movie,Corsage,Corsage,2022,114,"Biography,Drama,History",6.6,9474
728,tt14060232,movie,Infinite Storm,Infinite Storm,2022,97,"Drama,Thriller",5.2,9509
3401,tt13430858,movie,What's Love Got to Do with It?,What's Love Got to Do with It?,2022,108,"Comedy,Romance",6.3,9570
2725,tt13276352,movie,Toscana,Toscana,2022,90,"Drama,Romance",5.7,9602
243,tt21106646,movie,The Next 365 Days,The Next 365 Days,2022,112,"Drama,Romance",2.8,9624
1418,tt9466814,movie,Cobra,Cobra,2022,183,"Action,Crime,Thriller",6.1,9671
1819,tt11687104,movie,"Alice, Darling","Alice, Darling",2022,89,"Drama,Romance,Thriller",5.5,9734
579,tt21237030,movie,Carter,Kateo,2022,132,"Action,Thriller",5.1,9778
397,tt1777606,movie,Rosaline,Rosaline,2022,95,"Comedy,Romance",6.5,9798
3571,tt13468976,movie,Aaraattu,Aaraattu,2022,167,"Action,Drama",3.8,9805
2023,tt14438964,movie,Goodbye,Goodbye,2022,130,"Comedy,Drama,Family",6.8,9825
2458,tt14557188,movie,Soft & Quiet,Soft & Quiet,2022,92,"Drama,Horror,Thriller",6.2,9827
2029,tt21994906,movie,Your Christmas or Mine?,Your Christmas or Mine?,2022,95,"Comedy,Romance",6.4,9937
1074,tt18561380,movie,Müjde,Müjde,2022,48,Drama,1.2,9943
1238,tt14209560,movie,Bheemla Nayak,Bheemla Nayak,2022,130,"Action,Drama,Thriller",6.3,9992
628,tt12683756,movie,The Chalk Line,Jaula,2022,106,"Horror,Mystery,Thriller",6.1,9994
1228,tt18924506,movie,2000 Mules,2000 Mules,2022,89,Documentary,5.1,10012
618,tt8851148,movie,The In Between,The In Between,2022,115,"Drama,Romance,Sci-Fi",5.9,10030
81,tt6722802,movie,Marlowe,Marlowe,2022,109,"Crime,Mystery,Thriller",5.3,10164
1342,tt11541872,movie,Big Bug,BigBug,2022,111,"Comedy,Sci-Fi",5.5,10330
2091,tt15838850,movie,The Roundup,Beomjoidosi 2,2022,106,"Action,Adventure,Crime",7,10331
2387,tt16077702,movie,Govinda Naam Mera,Govinda Naam Mera,2022,131,"Comedy,Crime,Drama",6.5,10346
2614,tt16233952,movie,Something from Tiffany's,Something from Tiffany's,2022,87,"Comedy,Family,Romance",6.2,10352
2553,tt13235822,movie,Umma,Umma,2022,83,"Drama,Horror,Mystery",4.7,10400
288,tt4139928,movie,The Legend of Maula Jatt,The Legend of Maula Jatt,2022,153,"Action,Drama,Fantasy",8.7,10509
554,tt11278476,movie,Rescued by Ruby,Rescued by Ruby,2022,90,"Biography,Drama,Family",7.1,10616
902,tt9071456,movie,The People We Hate at the Wedding,The People We Hate at the Wedding,2022,99,Comedy,5.8,10715
1913,tt13070038,movie,After Ever Happy,After Ever Happy,2022,95,"Drama,Romance",4.6,10728
208,tt10131024,movie,Shut In,Shut In,2022,89,Thriller,5.8,10745
38,tt8296030,movie,You Won't Be Alone,You Won't Be Alone,2022,108,"Drama,Fantasy,Horror",6.4,10776
2004,tt15807910,movie,I Used to Be Famous,I Used to Be Famous,2022,104,"Comedy,Drama,Music",6.6,10787
1433,tt14263856,movie,Last the Night,Last the Night,2022,88,"Horror,Thriller",4.7,10854
798,tt12740760,movie,Phone Bhoot,Phone Bhoot,2022,136,"Comedy,Horror",5.2,10866
1389,tt10709484,movie,Don,Don,2022,165,"Comedy,Drama,Romance",6.8,10894
4000,tt12422308,movie,Sarkaru Vaari Paata,Sarkaru Vaari Paata,2022,162,"Action,Drama",5.6,10903
2235,tt14502344,movie,They/Them,They/Them,2022,104,"Drama,Horror,Mystery",3.9,10938
1014,tt11426572,movie,Wedding Season,Wedding Season,2022,98,"Comedy,Romance",6.3,10951
35,tt15257644,movie,Mili,Mili,2022,127,"Drama,Thriller",6.7,10954
3389,tt14824590,movie,On the Line,On the Line,2022,104,Thriller,5.4,11054
1608,tt21837726,movie,The Redeem Team,The Redeem Team,2022,97,"Documentary,History,Sport",7.4,11081
1090,tt18568902,movie,Kaun Pravin Tambe?,Kaun Pravin Tambe?,2022,134,"Biography,Drama,Sport",8.3,11112
944,tt9098938,movie,Sharmaji Namkeen,Sharmaji Namkeen,2022,119,"Comedy,Drama,Family",7.5,11176
3127,tt13364468,movie,Love Hostel,Love Hostel,2022,100,"Action,Crime,Romance",5.9,11272
473,tt13989030,movie,The Royal Treatment,The Royal Treatment,2022,96,"Comedy,Family,Romance",5.2,11299
3353,tt14813212,movie,The Munsters,The Munsters,2022,109,"Comedy,Family,Fantasy",4.5,11349
4650,tt13793230,movie,Jaadugar,Jaadugar,2022,167,"Comedy,Drama,Fantasy",6.8,11457
1332,tt11540726,movie,Resurrection,Resurrection,2022,103,"Crime,Drama,Horror",5.9,11508
1003,tt7978758,movie,Apollo 10½: A Space Age Childhood,Apollo 10 1/2: A Space Age Adventure,2022,97,"Adventure,Animation,Drama",7.2,11657
3640,tt14900738,movie,Meet Cute,Meet Cute,2022,89,"Comedy,Drama,Fantasy",5.7,11673
225,tt5533370,movie,Lamborghini: The Man Behind the Legend,Lamborghini: The Man Behind the Legend,2022,97,"Biography,Drama,Sport",5.4,11697
3502,tt14859416,movie,Burning Days,Kurak Günler,2022,129,"Drama,Thriller",7.6,11699
2094,tt14456350,movie,About Fate,About Fate,2022,103,"Comedy,Romance",6.4,11748
1676,tt15710136,movie,Yashoda,Yashoda,2022,135,"Action,Crime,Sci-Fi",6.6,11799
133,tt15289240,movie,The Curse of Bridge Hollow,The Curse of Bridge Hollow,2022,89,"Adventure,Comedy,Family",5.6,11864
1760,tt9731386,movie,Rogue Agent,Rogue Agent,2022,115,"Action,Adventure,Drama",6.4,11901
807,tt9005184,movie,Dual,Dual,2022,94,"Comedy,Drama,Sci-Fi",5.8,12053
1143,tt10598156,movie,Dhaakad,Dhaakad,2022,135,"Action,Thriller",3.9,12064
1237,tt10644708,movie,Dhokha,Dhokha: Round D Corner,2022,122,"Crime,Drama,Thriller",6.2,12127
4655,tt13795296,movie,Thank God,Thank God,2022,121,"Comedy,Fantasy",5.6,12239
643,tt8883486,movie,Medieval,Medieval,2022,125,"Action,Drama,History",5.9,12260
472,tt6020800,movie,Gold,Gold,2022,97,"Action,Adventure,Thriller",5.4,12274
748,tt10399608,movie,Piggy,Cerdita,2022,99,"Drama,Horror,Thriller",6.2,12592
112,tt5181830,movie,Wendell & Wild,Wendell & Wild,2022,105,"Adventure,Animation,Comedy",6.4,12664
1936,tt9853500,movie,Bandit,Bandit,2022,126,"Crime,Drama,Thriller",6.4,12737
2999,tt14714980,movie,Poker Face,Poker Face,2022,94,"Action,Crime,Thriller",5.2,12749
509,tt14002046,movie,Bheeshma Parvam,Bheeshmaparvam,2022,144,"Action,Crime,Drama",7.6,12838
2616,tt13249596,movie,Father of the Bride,Father of the Bride,2022,117,"Comedy,Drama,Romance",5.9,12842
799,tt11365186,movie,Redeeming Love,Redeeming Love,2022,134,"Drama,Romance",6.7,12948
1726,tt14349032,movie,The Good Neighbor,The Good Neighbor,2022,106,"Crime,Horror,Mystery",6.1,12977
925,tt15463032,movie,Love in the Villa,Love in the Villa,2022,114,"Comedy,Romance",5.4,13013
2860,tt13309170,movie,Influencer,Influencer,2022,92,"Horror,Mystery,Thriller",6.2,13056
1027,tt14145426,movie,Beavis and Butt-Head Do the Universe,Beavis and Butt-Head Do the Universe,2022,87,"Animation,Comedy,Sci-Fi",7,13094
423,tt15353964,movie,Significant Other,Significant Other,2022,84,"Drama,Horror,Mystery",5.7,13108
2597,tt14592948,movie,Loving Adults,Kærlighed for voksne,2022,104,"Crime,Drama,Thriller",6.5,13219
2607,tt11893274,movie,Downfall: The Case Against Boeing,Downfall: The Case Against Boeing,2022,89,Documentary,7.4,13339
4811,tt15218000,movie,Fire Island,Fire Island,2022,105,"Comedy,Romance",6.7,13387
1774,tt19653180,movie,Leila's Brothers,Baradaran-e Leila,2022,165,Drama,7.9,13398
586,tt10340562,movie,Etharkkum Thunindhavan,Etharkkum Thunindhavan,2022,151,"Action,Crime,Drama",6.4,13403
303,tt17592606,movie,Daman,DAMaN,2022,121,"Adventure,Drama",8.8,13550
424,tt13978306,movie,Brazen,Brazen,2022,94,"Crime,Drama,Mystery",4.2,13647
488,tt15374070,movie,Studio 666,Studio 666,2022,106,"Comedy,Horror,Music",5.7,13792
2783,tt14641542,movie,The Eight Mountains,Le otto montagne,2022,147,Drama,7.7,13979
1771,tt19652910,movie,EO,Eo,2022,88,Drama,6.7,14003
1201,tt18816518,movie,Sick of Myself,Syk pike,2022,97,"Drama,Horror",7.1,14033
2598,tt16227014,movie,Fire of Love,Fire of Love,2022,98,"Biography,Documentary",7.6,14074
1978,tt9883832,movie,Moonage Daydream,Moonage Daydream,2022,135,"Biography,Documentary,History",7.6,14131
937,tt14121726,movie,Jeepers Creepers: Reborn,Jeepers Creepers: Reborn,2022,88,"Horror,Mystery,Thriller",2.5,14152
1989,tt21983758,movie,The Teacher,The Teacher,2022,121,"Drama,Thriller",6.6,14152
1781,tt19704638,movie,Our Father,Our Father,2022,97,"Crime,Documentary",6.6,14334
157,tt5301942,movie,Jersey,Jersey,2022,170,"Drama,Sport",7.3,14381
801,tt9000184,movie,Goodnight Mommy,Goodnight Mommy,2022,92,"Crime,Drama,Horror",5.7,14389
2662,tt14614892,movie,Dragon Ball Super: Super Hero,Doragon Bôru Sûpâ Sûpâ Hîrô,2022,100,"Action,Adventure,Animation",7.1,14389
230,tt12519030,movie,Hatching,Pahanhautoja,2022,91,"Drama,Fantasy,Horror",6.2,14665
2863,tt14668630,movie,"Lyle, Lyle, Crocodile","Lyle, Lyle, Crocodile",2022,106,"Adventure,Comedy,Family",6.1,14683
1125,tt14176542,movie,Bardo: False Chronicle of a Handful of Truths,"Bardo, falsa crónica de unas cuantas verdades",2022,159,"Comedy,Drama",6.7,14800
23,tt4960748,movie,Till,Till,2022,130,"Biography,Crime,Drama",7.2,14861
1739,tt13022984,movie,Khuda Haafiz: Chapter 2 - Agni Pariksha,Khuda Haafiz: Chapter 2 - Agni Pariksha,2022,144,"Action,Crime,Drama",7.4,14865
2166,tt11772746,movie,Thiruchitrambalam,Thiruchitrambalam,2022,131,"Comedy,Drama,Musical",7.9,14878
596,tt10343028,movie,Armageddon Time,Armageddon Time,2022,114,Drama,6.5,15036
1336,tt10687116,movie,Entergalactic,Entergalactic,2022,93,"Animation,Comedy,Music",7.3,15131
830,tt11375428,movie,Hridayam,Hridayam,2022,172,"Drama,Musical,Romance",8.1,15134
791,tt21307994,movie,Skinamarink,Skinamarink,2022,100,"Horror,Mystery",4.8,15142
2687,tt22488728,movie,Love Today,Love Today,2022,154,"Comedy,Drama,Romance",8,15255
2103,tt14458442,movie,The Son,The Son,2022,123,Drama,6.4,15334
3320,tt13406136,movie,The Princess,The Princess,2022,94,"Action,Drama,Fantasy",5.7,15378
2832,tt11947158,movie,Ek Villain Returns,Ek Villain Returns,2022,129,"Action,Crime,Romance",4.4,15488
700,tt21279138,movie,Maid in Malacañang,Maid in Malacañang,2022,114,Drama,3.9,15716
267,tt4081630,movie,The Valet,The Valet,2022,124,"Comedy,Drama,Romance",6.7,15781
1854,tt13056052,movie,Broker,Beurokeo,2022,129,"Comedy,Crime,Drama",7.1,16170
4176,tt13634480,movie,The Ice Age Adventures of Buck Wild,The Ice Age Adventures of Buck Wild,2022,82,"Adventure,Animation,Comedy",4.3,16280
2139,tt13130760,movie,Hit: The First Case,HIT: The First Case,2022,132,"Action,Crime,Drama",6.8,16288
1181,tt8129806,movie,To Leslie,To Leslie,2022,119,Drama,7.1,16307
4799,tt15215512,movie,A Perfect Pairing,A Perfect Pairing,2022,101,"Comedy,Romance",6.1,16529
645,tt7529298,movie,Attack,Attack,2022,121,"Action,Sci-Fi,Thriller",6.8,16613
3241,tt13391710,movie,Jana Gana Mana,Jana Gana Mana,2022,162,"Crime,Drama,Thriller",8.3,16616
1777,tt9737876,movie,Narvik: Hitler's First Defeat,Kampen om Narvik,2022,108,"Drama,History,War",6.6,16906
988,tt12788488,movie,Deadstream,Deadstream,2022,87,"Comedy,Horror",6.4,16967
2117,tt14463484,movie,Through My Window,A través de mi ventana,2022,116,"Comedy,Drama,Romance",5.5,17121
1175,tt9271672,movie,Prey for the Devil,Prey for the Devil,2022,93,"Horror,Mystery,Thriller",5.3,17190
3998,tt15006566,movie,The Beasts,As bestas,2022,137,"Drama,Thriller",7.5,17320
1115,tt18687124,movie,BTS Permission to Dance on Stage - Seoul: Live Viewing,BTS Permission to Dance on Stage - Seoul: Live Viewing,2022,195,Documentary,8,17374
1544,tt21819228,movie,Stutz,Stutz,2022,96,Documentary,7.8,17399
113,tt12472554,movie,Mahaan,Mahaan,2022,163,"Action,Drama,Thriller",7.6,17502
1909,tt11703244,movie,The Blackening,The Blackening,2022,97,"Comedy,Horror,Thriller",6,17581
2243,tt11783766,movie,Ram Setu,Ram Setu,2022,140,"Action,Adventure",5.3,17735
193,tt11128440,movie,Clerks III,Clerks III,2022,100,"Comedy,Drama",6.2,18273
888,tt9054970,movie,Doctor G,Doctor G,2022,124,"Comedy,Drama",6.6,18357
723,tt12718300,movie,"Confess, Fletch","Confess, Fletch",2022,98,"Comedy,Crime,Mystery",6.5,18430
42,tt17220704,movie,A Christmas Story Christmas,A Christmas Story Christmas,2022,98,"Comedy,Family",6.7,18547
3358,tt14814040,movie,Not Okay,Not Okay,2022,100,"Comedy,Drama,Thriller",6.1,18556
2559,tt16183464,movie,One Piece Film: Red,One Piece Film Red,2022,115,"Action,Adventure,Animation",6.7,18799
1677,tt13007592,movie,The Noel Diary,The Noel Diary,2022,99,"Comedy,Drama,Romance",6.1,18928
2791,tt14642626,movie,Sick,Sick,2022,83,"Horror,Thriller",6,19351
1309,tt18968540,movie,Incantation,Zhou,2022,110,"Horror,Mystery",6.2,20170
1578,tt10806040,movie,Valimai,Valimai,2022,178,"Action,Crime,Thriller",6.1,20536
666,tt14042066,movie,Dobaaraa,Dobaaraa,2022,132,"Drama,Fantasy,Mystery",4.8,20856
4443,tt15128068,movie,"Monica, O My Darling",Monica O My Darling,2022,129,"Comedy,Crime,Drama",7.4,20929
2791,tt11934846,movie,Badhaai Do,Badhaai Do,2022,147,"Comedy,Crime,Drama",7,20978
1051,tt14152140,movie,Darlings,Darlings,2022,133,"Comedy,Drama,Thriller",6.6,21048
592,tt7466442,movie,The Bob's Burgers Movie,The Bob's Burgers Movie,2022,102,"Adventure,Animation,Comedy",7,21081
111,tt21059520,movie,Girl in the Picture,Girl in the Picture,2022,101,"Crime,Documentary,Mystery",7.3,21238
431,tt1798632,movie,Firestarter,Firestarter,2022,94,"Drama,Horror,Sci-Fi",4.6,21241
4374,tt15109082,movie,The Quiet Girl,An Cailín Ciúin,2022,95,Drama,7.7,21280
2594,tt14592064,movie,Home Team,Home Team,2022,95,"Comedy,Sport",6,21855
2446,tt20225374,movie,Vesper,Vesper,2022,114,"Adventure,Drama,Sci-Fi",6,21869
2182,tt13139228,movie,My Policeman,My Policeman,2022,113,"Drama,Romance",6.5,21885
2540,tt13229894,movie,God's Crooked Lines,Los renglones torcidos de Dios,2022,154,"Drama,Mystery,Thriller",7.1,22019
856,tt15445056,movie,Athena,Athena,2022,99,"Action,Drama,Thriller",6.8,22029
1907,tt11703050,movie,The House,The House,2022,97,"Animation,Comedy,Drama",6.8,22191
258,tt15315164,movie,Cuttputlli,Cuttputlli,2022,120,"Crime,Drama,Mystery",5.7,22193
295,tt10192406,movie,Causeway,Causeway,2022,94,Drama,6.6,22331
3410,tt12193804,movie,Whitney Houston: I Wanna Dance with Somebody,Whitney Houston: I Wanna Dance with Somebody,2022,144,"Biography,Drama,Music",6.6,22336
227,tt13919802,movie,Anek,Anek,2022,147,"Action,Drama,Sport",6.4,22466
1800,tt14369780,movie,Lady Chatterley's Lover,Lady Chatterley's Lover,2022,126,"Drama,Romance",6.6,22480
154,tt11112808,movie,Cirkus,Cirkus,2022,139,"Comedy,Drama",4.5,23410
711,tt6462958,movie,I Want You Back,I Want You Back,2022,116,"Comedy,Romance",6.5,23494
61,tt8323668,movie,Jerry and Marge Go Large,Jerry & Marge Go Large,2022,96,"Biography,Comedy,Drama",6.9,23523
1895,tt14402146,movie,Empire of Light,Empire of Light,2022,115,"Drama,Romance",6.6,23559
1547,tt14298328,movie,Look Both Ways,Look Both Ways,2022,110,"Comedy,Drama,Romance",6.3,23721
1642,tt12996154,movie,365 Days: This Day,365 Days: This Day,2022,111,"Drama,Romance",2.7,23897
727,tt14060094,movie,Blacklight,Blacklight,2022,104,"Action,Drama,Thriller",4.8,23916
2147,tt13131350,movie,Vikram Vedha,Vikram Vedha,2022,160,"Action,Crime,Drama",7.1,24117
1036,tt18550140,movie,Holy Spider,Holy Spider,2022,118,"Crime,Drama,Thriller",7.3,24450
867,tt14099334,movie,Bhediya,Bhediya,2022,156,"Comedy,Fantasy,Horror",6.8,24513
1483,tt15654262,movie,Chup,Chup,2022,135,"Crime,Drama,Mystery",7.5,24921
1753,tt13028258,movie,A Thursday,A Thursday,2022,128,"Drama,Thriller",7.7,25420
97,tt5151570,movie,Mrs. Harris Goes to Paris,Mrs. Harris Goes to Paris,2022,115,"Comedy,Drama",7.1,25515
1263,tt11514780,movie,Choose or Die,Choose or Die,2022,84,"Drama,Horror,Thriller",4.8,25564
771,tt8983228,movie,Jhund,Jhund,2022,176,"Biography,Drama,Sport",7.4,25714
2621,tt11897478,movie,The Stranger,The Stranger,2022,117,"Crime,Drama,Thriller",6.6,25997
64,tt6708668,movie,Black Crab,Svart krabba,2022,114,"Action,Adventure,Drama",5.7,26002
2273,tt1596342,movie,Disenchanted,Disenchanted,2022,119,"Adventure,Animation,Comedy",5.6,26014
1822,tt14376344,movie,Cha Cha Real Smooth,Cha Cha Real Smooth,2022,107,"Comedy,Drama",7.3,26023
4088,tt15033192,movie,Windfall,Windfall,2022,92,"Crime,Drama,Thriller",5.7,26491
1162,tt12834962,movie,Raksha Bandhan,Raksha Bandhan,2022,108,"Comedy,Drama,Family",5.3,26520
257,tt12530246,movie,Emancipation,Emancipation,2022,132,"Action,Thriller",6.2,26604
446,tt10268488,movie,The Greatest Beer Run Ever,The Greatest Beer Run Ever,2022,126,"Adventure,Drama,War",6.8,27089
1121,tt14174940,movie,Interceptor,Interceptor,2022,99,"Action,Adventure,Drama",4.7,27230
773,tt7693316,movie,Devotion,Devotion,2022,139,"Action,Biography,Drama",6.6,27236
2549,tt11873440,movie,Heropanti 2,Heropanti 2,2022,145,"Action,Comedy,Crime",2.4,27455
73,tt3447590,movie,Matilda: The Musical,Matilda: The Musical,2022,117,"Comedy,Drama,Family",7,27787
73,tt13873302,movie,Against the Ice,Against the Ice,2022,102,"Adventure,Drama,History",6.5,28054
549,tt10323676,movie,The Contractor,The Contractor,2022,103,"Action,Drama,Thriller",5.8,28090
3002,tt14715170,movie,Falling for Christmas,Falling for Christmas,2022,93,"Comedy,Romance",5.2,28221
137,tt3706352,movie,All the Old Knives,All the Old Knives,2022,101,"Mystery,Thriller",6.1,28241
4072,tt13610562,movie,The Bubble,The Bubble,2022,126,Comedy,4.7,28394
416,tt7214954,movie,Luck,Luck,2022,105,"Adventure,Animation,Comedy",6.4,28476
3658,tt17041964,movie,Navalny,Navalny,2022,99,"Biography,Documentary",7.7,28537
3010,tt12015102,movie,Vikrant Rona,VR (Vikrant Rona),2022,148,"Action,Crime,Drama",7,28626
405,tt10242388,movie,Last Seen Alive,Last Seen Alive,2022,95,"Action,Adventure,Crime",5.7,28986
